,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0574830096989473,0.0
1,1,Run3,-0.0910092297368778,0.0
2,2,Run4,-0.0790216623634083,0.0
3,3,Run5,-0.0635558174361477,0.0
4,4,Run6,-0.0670376075498277,0.0
5,5,Run7,-0.0768629231101888,0.0
6,6,Run8,-0.0995788442803815,0.0
7,7,Run9,-0.067941143811999,0.0
8,8,Run11,-0.0116863970356689,0.0
9,9,Run12,0.0100366012493089,0.0
10,10,Run14,-0.026239523892447,0.0
11,11,Run15,-0.053886939755932,2.4390243902439024
12,12,Run16,-0.0626929549219638,0.0
13,13,Run17,-0.0984290080753157,11.11111111111111
14,14,Run18,-0.0628873318570218,13.157894736842104
15,15,Run19,-0.0294996187206437,5.128205128205129
16,16,Run20,-0.0248947155559267,5.128205128205129
17,17,Run21,-0.0023201440898678,0.0
18,18,Run23,-0.0079631883941155,0.0
19,19,Run24,-0.0048823607142702,0.0
20,20,Run26,-0.0737305320416388,0.0
21,21,Run27,-0.1154893440938007,5.882352941176471
22,22,Run28,-0.1146047968865592,3.9215686274509802
23,23,Run29,-0.1389898509467227,8.0
24,24,Run30,-0.1356861509703887,16.9811320754717
25,25,Run31,-0.1567803020337837,18.181818181818183
26,26,Run32,-0.141297364933776,28.846153846153847
27,27,Run33,-0.1396189357161979,18.867924528301888
28,28,Run35,-0.0816324635919918,8.51063829787234
29,29,Run36,-0.0550083542991366,4.444444444444445
