,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0228639812564131,0.0
1,1,Run3,0.0023129861601925,0.0
2,2,Run4,-0.0417549663307205,0.0
3,3,Run5,-0.0979663604637874,4.819277108433735
4,4,Run6,-0.1345842538971181,20.689655172413794
5,5,Run7,-0.223913524151826,42.857142857142854
6,6,Run8,-0.4107419374605128,86.86868686868686
7,7,Run9,-0.3672220009829451,73.55371900826447
8,8,Run11,-0.3081886735353558,60.215053763440864
9,9,Run12,-0.328241638733501,67.96116504854369
10,10,Run14,-0.3798128866060677,73.40425531914893
11,11,Run15,-0.4134338400220636,80.18018018018019
12,12,Run16,-0.4999665944132155,86.88524590163935
13,13,Run17,-0.4620632547681372,84.95575221238938
14,14,Run18,-0.4445841896357954,82.11382113821138
15,15,Run19,-0.4310839219120331,81.89655172413794
16,16,Run20,-0.4162079774216987,81.14754098360656
17,17,Run21,-0.3940620898525542,80.50847457627118
18,18,Run23,-0.4110702897833165,75.55555555555556
19,19,Run24,-0.4179237171328038,82.6086956521739
20,20,Run26,-0.2919093967936336,58.76288659793814
21,21,Run27,-0.3701665045883057,74.22680412371135
22,22,Run28,-0.4076728081313749,77.98165137614679
23,23,Run29,-0.4704318975135058,78.88888888888889
24,24,Run30,-0.4057164193035728,76.72413793103448
25,25,Run31,-0.4616225979749128,84.04255319148936
26,26,Run32,-0.3851843298701035,72.82608695652173
27,27,Run33,-0.4417697367056337,80.18867924528301
28,28,Run35,-0.3447959398505626,64.1025641025641
29,29,Run36,-0.3468806803760758,71.17117117117117
