,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0949541422688655,1.8181818181818181
1,1,Run3,-0.1443605074701232,8.333333333333334
2,2,Run4,-0.1160439902720424,0.0
3,3,Run5,-0.0896671065111216,1.8867924528301887
4,4,Run6,-0.1074865862509883,0.0
5,5,Run7,-0.1178797347930617,3.5714285714285716
6,6,Run8,-0.0598312354552435,0.0
7,7,Run9,-0.0896832284081503,0.0
8,8,Run11,-0.0843804112386084,0.0
9,9,Run12,-0.085622650888037,3.7037037037037037
10,10,Run14,-0.0249941692883131,0.0
11,11,Run15,-0.0245128615645929,0.0
12,12,Run16,-0.0855796813475847,0.0
13,13,Run17,-0.0440088881436328,0.0
14,14,Run18,-0.0802013796855375,0.0
15,15,Run19,-0.0582789836677664,0.0
16,16,Run20,-0.0477382262194561,0.0
17,17,Run21,-0.058867699666034,0.0
18,18,Run23,-0.0717913274319896,5.882352941176471
19,19,Run24,-0.0073195628523986,0.0
20,20,Run26,-0.1130872834294872,3.225806451612903
21,21,Run27,-0.105225490657604,0.0
22,22,Run28,-0.1102438107031237,1.639344262295082
23,23,Run29,-0.0859698088935059,0.0
24,24,Run30,-0.093175945930536,1.694915254237288
25,25,Run31,-0.0992039556175413,3.3333333333333335
26,26,Run32,-0.1418817853485015,7.936507936507937
27,27,Run33,-0.1361121331564051,14.285714285714286
28,28,Run35,-0.0311962399015183,0.0
29,29,Run36,-0.0851943165435176,1.8867924528301887
