,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0654442153258132,0.0
1,1,Run3,-0.0769029540200835,0.0
2,2,Run4,-0.1158614096411146,0.0
3,3,Run5,-0.1692088894892749,10.9375
4,4,Run6,-0.327353913020081,58.22784810126582
5,5,Run7,-0.4281499293693396,75.0
6,6,Run8,-0.3786151642231144,67.05882352941177
7,7,Run9,-0.2927116000640781,52.7027027027027
8,8,Run11,-0.2508542358640349,39.130434782608695
9,9,Run12,-0.255104563458705,50.0
10,10,Run14,-0.2774839494395368,42.465753424657535
11,11,Run15,-0.4777065113676993,78.57142857142857
12,12,Run16,-0.4930882806229488,81.25
13,13,Run17,-0.5239730058484854,82.65306122448979
14,14,Run18,-0.5742063968620064,87.5
15,15,Run19,-0.5323692109263606,72.91666666666667
16,16,Run20,-0.5688490917173196,82.0
17,17,Run21,-0.5263434464986061,76.59574468085107
18,18,Run23,-0.4282984617495475,65.1685393258427
19,19,Run24,-0.2599722670819331,50.72463768115942
20,20,Run26,-0.5493787391402783,79.24528301886792
21,21,Run27,-0.6195996581118695,90.990990990991
22,22,Run28,-0.5932441335001346,83.9622641509434
23,23,Run29,-0.5979604193351051,89.74358974358974
24,24,Run30,-0.5944774671880633,89.56521739130434
25,25,Run31,-0.5767766282405075,88.28828828828829
26,26,Run32,-0.5672873635439218,84.0
27,27,Run33,-0.5621463350478086,84.76190476190476
28,28,Run35,-0.5144507231816372,81.0
29,29,Run36,-0.4459775179309737,71.11111111111111
