,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0097493301049955,0.0
1,1,Run3,-0.0319874099202778,0.0
2,2,Run4,-0.0194474244196926,0.0
3,3,Run5,-0.007119588637164,5.555555555555555
4,4,Run6,-0.0486676512460084,7.142857142857143
5,5,Run7,-0.0519492177622984,12.5
6,6,Run8,-0.0984483292521542,15.254237288135593
7,7,Run9,-0.1393387226244101,19.047619047619047
8,8,Run11,-0.1822739152436505,21.12676056338028
9,9,Run12,-0.2690780394874413,43.75
10,10,Run14,-0.1815538955439615,28.571428571428573
11,11,Run15,-0.2914034220317001,57.64705882352941
12,12,Run16,-0.2947645295276176,55.294117647058826
13,13,Run17,-0.3267264974844049,58.42696629213483
14,14,Run18,-0.2821211012941194,54.21686746987952
15,15,Run19,-0.1661094480134485,25.0
16,16,Run20,-0.260969849382789,48.10126582278481
17,17,Run21,-0.3042677438938517,56.470588235294116
18,18,Run23,-0.2869078196220929,51.80722891566265
19,19,Run24,-0.1927699847948076,30.985915492957748
20,20,Run26,-0.2771109835503687,51.13636363636363
21,21,Run27,-0.2899773378712826,60.674157303370784
22,22,Run28,-0.2821849515921651,57.64705882352941
23,23,Run29,-0.2131220208833454,43.58974358974359
24,24,Run30,-0.3345912427523783,55.78947368421053
25,25,Run31,-0.3114383358303993,58.51063829787234
26,26,Run32,-0.3278885855803411,67.36842105263158
27,27,Run33,-0.3042233832622545,62.92134831460674
28,28,Run35,-0.2582841135734036,48.80952380952381
29,29,Run36,-0.2667998796886656,56.470588235294116
