,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0070917239375118,0.0
1,1,Run3,-0.1108264867746525,8.695652173913043
2,2,Run4,-0.1077984902517189,13.432835820895523
3,3,Run5,-0.113416258985226,10.76923076923077
4,4,Run6,-0.1714650212705748,30.303030303030305
5,5,Run7,-0.123301416310936,24.193548387096776
6,6,Run8,-0.1716751768891904,35.61643835616438
7,7,Run9,-0.1816842549444234,42.857142857142854
8,8,Run11,-0.1533021062337643,22.22222222222222
9,9,Run12,-0.1629438199660663,24.65753424657534
10,10,Run14,-0.2177303698224328,34.146341463414636
11,11,Run15,-0.2886222754207297,55.68181818181818
12,12,Run16,-0.3484905733544204,65.26315789473684
13,13,Run17,-0.377201622462592,68.75
14,14,Run18,-0.3441070021122994,71.11111111111111
15,15,Run19,-0.328501660248003,60.0
16,16,Run20,-0.3127826421023946,56.97674418604651
17,17,Run21,-0.3564753269305081,65.625
18,18,Run23,-0.2996382056550585,57.5
19,19,Run24,-0.3277760277403491,62.7906976744186
20,20,Run26,-0.2835634679678257,44.31818181818182
21,21,Run27,-0.2347419754525563,36.111111111111114
22,22,Run28,-0.2945184652872206,44.827586206896555
23,23,Run29,-0.2914697697147085,49.36708860759494
24,24,Run30,-0.218937459129941,43.07692307692308
25,25,Run31,-0.2276487248827362,40.0
26,26,Run32,-0.2958153107178095,55.68181818181818
27,27,Run33,-0.2744857484290868,49.36708860759494
28,28,Run35,-0.256517485320285,52.5
29,29,Run36,-0.2902134723396598,51.21951219512195
