,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0106116861979657,0.0
1,1,Run3,0.0080142608390421,2.857142857142857
2,2,Run4,0.0362168220992447,0.0
3,3,Run5,0.0397077165242723,0.0
4,4,Run6,-0.0410300972713106,0.0
5,5,Run7,0.0642964701836923,0.0
6,6,Run8,0.0976598543150644,0.0
7,7,Run9,0.0444953292088297,0.0
8,8,Run11,0.109473406522,0.0
9,9,Run12,0.0177516663494911,0.0
10,10,Run14,0.0415683536626606,0.0
11,11,Run15,0.1293463150675267,0.0
12,12,Run16,0.117005664851883,0.0
13,13,Run17,-0.0139540193836977,7.407407407407407
14,14,Run18,0.0541291363044697,3.8461538461538463
15,15,Run19,0.0317672227773884,0.0
16,16,Run20,-0.0200890197645886,0.0
17,17,Run21,0.0844260916271796,0.0
18,18,Run23,0.095176516966318,0.0
19,19,Run24,0.1165266436472033,0.0
20,20,Run26,0.0132683071642882,0.0
21,21,Run27,0.0152232572596932,0.0
22,22,Run28,0.0912652726211196,0.0
23,23,Run29,0.1160318216536456,0.0
24,24,Run30,0.0819261743217246,0.0
25,25,Run31,0.1041192614527623,0.0
26,26,Run32,0.1303488435401731,0.0
27,27,Run33,0.0832123368978871,0.0
28,28,Run35,0.0673167536714523,0.0
29,29,Run36,0.0079738854200215,0.0
