,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0225573651022141,0.0
1,1,Run3,0.0053808038480993,0.0
2,2,Run4,-0.0450306271053048,0.0
3,3,Run5,-0.0048705597938811,0.0
4,4,Run6,-0.0331567037161364,0.0
5,5,Run7,0.0141066528812862,0.0
6,6,Run8,-0.012398690786829,0.0
7,7,Run9,-0.0145133709248279,0.0
8,8,Run11,0.0132122760559857,0.0
9,9,Run12,-0.0125538543072191,0.0
10,10,Run14,0.0135838415583393,0.0
11,11,Run15,0.0081386965606353,0.0
12,12,Run16,0.0312811064235234,5.714285714285714
13,13,Run17,-0.055645163054364,0.0
14,14,Run18,-0.0031138375382365,0.0
15,15,Run19,0.0016755684835874,0.0
16,16,Run20,-0.0083814024122442,0.0
17,17,Run21,-0.0469307091975422,0.0
18,18,Run23,-0.0737244218958786,0.0
19,19,Run24,-0.0073729237826017,0.0
20,20,Run26,-0.0597682804123105,2.0408163265306123
21,21,Run27,-0.0264884265138593,0.0
22,22,Run28,-0.0657636807843894,2.1739130434782608
23,23,Run29,-0.068304372408167,0.0
24,24,Run30,-0.0242174210912372,0.0
25,25,Run31,-0.1012077554685574,0.0
26,26,Run32,-0.0513883910456479,2.127659574468085
27,27,Run33,-0.0769126992237811,0.0
28,28,Run35,-0.0780926412462014,2.0833333333333335
29,29,Run36,-0.033963625993142,0.0
