,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0298598801924106,7.317073170731708
1,1,Run3,-0.0276208533910012,4.651162790697675
2,2,Run4,-0.0388148222879847,2.380952380952381
3,3,Run5,-0.0297155730732601,0.0
4,4,Run6,-0.0211592160257162,2.5641025641025643
5,5,Run7,-0.013576505067894,0.0
6,6,Run8,0.0072745056628023,0.0
7,7,Run9,-0.0386427742020719,4.3478260869565215
8,8,Run11,-0.0724510210476604,9.090909090909092
9,9,Run12,-0.0354983915080194,2.380952380952381
10,10,Run14,-0.0922032627881198,8.695652173913043
11,11,Run15,-0.0564480644684713,2.0833333333333335
12,12,Run16,-0.043749497559767,0.0
13,13,Run17,-0.0247320015327212,0.0
14,14,Run18,-0.0790642250543772,0.0
15,15,Run19,-0.0839454749179508,2.0408163265306123
16,16,Run20,-0.1028257078314894,0.0
17,17,Run21,-0.0927199418048843,2.1739130434782608
18,18,Run23,-0.1112519331740905,3.7735849056603774
19,19,Run24,-0.0760557405076428,4.25531914893617
20,20,Run26,-0.0192015723602949,2.4390243902439024
21,21,Run27,-0.0025112303127249,2.3255813953488373
22,22,Run28,0.0276181652414582,2.7027027027027026
23,23,Run29,0.022109929562936,8.571428571428571
24,24,Run30,0.0485109851467231,0.0
25,25,Run31,0.0562090776786209,0.0
26,26,Run32,0.056393459829535,0.0
27,27,Run33,0.0669415875112422,2.7027027027027026
28,28,Run35,-0.0021822657889305,0.0
29,29,Run36,-0.0598985865099323,2.0833333333333335
