,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0388040101076791,0.0
1,1,Run3,-0.0748734026039484,0.0
2,2,Run4,-0.0983763801840325,0.0
3,3,Run5,-0.0883569775048207,0.0
4,4,Run6,-0.0956114903533872,6.25
5,5,Run7,-0.0787413653430332,0.0
6,6,Run8,-0.08090386915426,0.0
7,7,Run9,-0.0752947661397952,0.0
8,8,Run11,-0.0765033448006825,2.127659574468085
9,9,Run12,-0.0782275704790358,0.0
10,10,Run14,-0.0453327439292538,0.0
11,11,Run15,-0.1196684118434762,0.0
12,12,Run16,-0.1115959333234333,0.0
13,13,Run17,-0.143677528985638,3.7735849056603774
14,14,Run18,-0.1144832271112646,2.0
15,15,Run19,-0.1066828344183292,0.0
16,16,Run20,-0.121449502238107,1.9230769230769231
17,17,Run21,-0.08296068786446,0.0
18,18,Run23,-0.0591066692960137,0.0
19,19,Run24,-0.1292491805587688,3.8461538461538463
20,20,Run26,-0.0548516843975358,0.0
21,21,Run27,-0.1164124520210193,1.9230769230769231
22,22,Run28,-0.1108433876805725,1.8867924528301887
23,23,Run29,-0.1221065931633505,0.0
24,24,Run30,-0.155535876386966,5.357142857142857
25,25,Run31,-0.1175346580086698,1.9230769230769231
26,26,Run32,-0.0679226912473338,0.0
27,27,Run33,-0.0903233731758033,0.0
28,28,Run35,-0.0770663220766151,0.0
29,29,Run36,-0.1366403877994895,0.0
