,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0303004342071073,0.0
1,1,Run3,-0.0536578772711998,0.0
2,2,Run4,-0.0389216224340516,0.0
3,3,Run5,-0.0708037719453471,0.0
4,4,Run6,-0.0870864127490996,0.0
5,5,Run7,-0.0582484111600641,0.0
6,6,Run8,-0.083421378899735,0.0
7,7,Run9,-0.0695151824380265,0.0
8,8,Run11,0.0061846319838591,0.0
9,9,Run12,-0.0195212724762689,0.0
10,10,Run14,-0.0282526477458354,0.0
11,11,Run15,-0.0081602409345293,0.0
12,12,Run16,-0.0837457263999013,0.0
13,13,Run17,-0.0726367865615247,0.0
14,14,Run18,-0.0820108299044871,0.0
15,15,Run19,-0.0839651155190159,0.0
16,16,Run20,-0.0482897331050764,0.0
17,17,Run21,-0.0972931897743916,0.0
18,18,Run23,-0.0305163237386998,0.0
19,19,Run24,0.0021117539934378,0.0
20,20,Run26,-0.0528822094591161,0.0
21,21,Run27,-0.0418456172314989,0.0
22,22,Run28,-0.0701632898888462,1.7241379310344827
23,23,Run29,-0.1149553074918339,1.5625
24,24,Run30,-0.0857245828421659,0.0
25,25,Run31,-0.0541608440049077,0.0
26,26,Run32,-0.0769230092605334,0.0
27,27,Run33,-0.1340925413939065,0.0
28,28,Run35,-0.09099462898048,0.0
29,29,Run36,-0.0896879368473013,0.0
