,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0048044486866192,0.0
1,1,Run3,0.0574480285215412,0.0
2,2,Run4,0.0151649182978965,0.0
3,3,Run5,0.007715731863606,0.0
4,4,Run6,0.0150913916174526,0.0
5,5,Run7,0.0353663837624258,0.0
6,6,Run8,-0.0324648458352083,1.8518518518518519
7,7,Run9,-0.0594969158507921,1.7543859649122806
8,8,Run11,-0.0131784144003431,0.0
9,9,Run12,-0.0806368656475006,0.0
10,10,Run14,-0.0768684901374267,0.0
11,11,Run15,-0.081539664149224,0.0
12,12,Run16,-0.0755125423975956,0.0
13,13,Run17,-0.1004218651115378,1.6666666666666667
14,14,Run18,-0.1102162091192872,6.451612903225806
15,15,Run19,-0.0950900689377836,1.639344262295082
16,16,Run20,-0.0944336738490404,0.0
17,17,Run21,-0.0539016529412717,0.0
18,18,Run23,-0.0867149655912563,0.0
19,19,Run24,-0.0628644765746179,3.508771929824561
20,20,Run26,-0.0912694200939701,3.125
21,21,Run27,-0.0899371922708786,1.5625
22,22,Run28,-0.0992214451501356,3.125
23,23,Run29,-0.098280367294616,3.125
24,24,Run30,-0.106993300352746,0.0
25,25,Run31,-0.1234763835934723,5.970149253731344
26,26,Run32,-0.1149340674328751,2.985074626865672
27,27,Run33,-0.0763614602411152,1.6129032258064515
28,28,Run35,-0.073912018676248,0.0
29,29,Run36,-0.0947536804733498,0.0
