,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0621601352233223,0.0
1,1,Run3,0.0438900129275631,0.0
2,2,Run4,0.0663654912265187,0.0
3,3,Run5,0.0506488426960796,0.0
4,4,Run6,0.0341699741738079,2.7777777777777777
5,5,Run7,0.029458504246026,5.128205128205129
6,6,Run8,0.0572429921312212,0.0
7,7,Run9,0.0569479972107388,0.0
8,8,Run11,0.0108932101359647,0.0
9,9,Run12,0.0389785256193078,0.0
10,10,Run14,0.0198739026841462,0.0
11,11,Run15,-0.0279725816411231,0.0
12,12,Run16,-0.0372447922290925,0.0
13,13,Run17,-0.0490303972909366,0.0
14,14,Run18,-0.0351546698903833,0.0
15,15,Run19,-0.059881947030977,0.0
16,16,Run20,-0.0307175658024256,0.0
17,17,Run21,-0.0461792943300655,0.0
18,18,Run23,-0.0314615514632505,0.0
19,19,Run24,-0.0901931249067408,0.0
20,20,Run26,0.0154800769614924,2.2222222222222223
21,21,Run27,0.0362444075807835,0.0
22,22,Run28,-0.0465591339866207,0.0
23,23,Run29,0.0044478726130509,0.0
24,24,Run30,-0.0916585990980494,0.0
25,25,Run31,-0.0666162149515501,0.0
26,26,Run32,-0.0670915658257995,0.0
27,27,Run33,-0.0824809471820492,0.0
28,28,Run35,-0.0554590383847187,0.0
29,29,Run36,-0.0928245526511755,0.0
