,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.020110894770705,0.0
1,1,Run3,-0.0246278317277347,0.0
2,2,Run4,-0.0332639440043566,0.0
3,3,Run5,-0.0587044228729397,0.0
4,4,Run6,-0.0692956908690868,0.0
5,5,Run7,-0.0793395223164041,9.333333333333334
6,6,Run8,-0.2624915673948363,53.84615384615385
7,7,Run9,-0.2042311766154885,44.31818181818182
8,8,Run11,-0.3127889884676347,61.224489795918366
9,9,Run12,-0.3898741114612055,86.13861386138613
10,10,Run14,-0.3673641476685254,68.36734693877551
11,11,Run15,-0.3259697220682016,61.904761904761905
12,12,Run16,-0.4672377675248757,90.9090909090909
13,13,Run17,-0.3576824011919465,61.98347107438016
14,14,Run18,-0.4493743160860441,86.0
15,15,Run19,-0.4898169395427648,86.5546218487395
16,16,Run20,-0.4335020532831757,86.06557377049181
17,17,Run21,-0.4647834128335119,92.24137931034483
18,18,Run23,-0.5181494664480584,90.80459770114942
19,19,Run24,-0.4764816552048209,87.09677419354838
20,20,Run26,-0.0066608760145767,6.578947368421052
21,21,Run27,-0.3497737845803754,70.78651685393258
22,22,Run28,-0.4079756034333736,81.73913043478261
23,23,Run29,-0.4389992592418488,87.17948717948718
24,24,Run30,-0.3106687048501029,68.42105263157895
25,25,Run31,-0.4406259308538337,87.5
26,26,Run32,-0.4847845185838621,91.15044247787611
27,27,Run33,-0.4534949878849011,87.28813559322033
28,28,Run35,-0.3891007661561601,79.12087912087912
29,29,Run36,-0.3621318797618963,71.02803738317758
