,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0366587514561783,0.0
1,1,Run3,-0.026935069127575,0.0
2,2,Run4,-0.0342598353364793,0.0
3,3,Run5,-0.0824198050089425,0.0
4,4,Run6,-0.0691032397098856,3.6363636363636362
5,5,Run7,-0.0658122261955437,0.0
6,6,Run8,-0.0463918204628342,1.8518518518518519
7,7,Run9,-0.0759879979968801,0.0
8,8,Run11,-0.0497276634979882,0.0
9,9,Run12,-0.0716673905096567,0.0
10,10,Run14,-0.047599233890035,0.0
11,11,Run15,-0.1227315150070905,9.836065573770492
12,12,Run16,-0.1318921273081562,20.338983050847457
13,13,Run17,-0.1975930758394913,40.298507462686565
14,14,Run18,-0.1944378755870873,37.3134328358209
15,15,Run19,-0.2213746246911768,45.45454545454545
16,16,Run20,-0.2235925715101226,43.47826086956522
17,17,Run21,-0.266366394334731,51.388888888888886
18,18,Run23,-0.1989876949814993,33.333333333333336
19,19,Run24,-0.2736270773493919,52.63157894736842
20,20,Run26,-0.1668437966529919,31.34328358208955
21,21,Run27,-0.2713106242100364,48.75
22,22,Run28,-0.2666510274723244,59.49367088607595
23,23,Run29,-0.2837152921182804,62.96296296296296
24,24,Run30,-0.2596676943818682,53.94736842105263
25,25,Run31,-0.3029357944406599,70.37037037037037
26,26,Run32,-0.2498117655746301,55.4054054054054
27,27,Run33,-0.2712132166814721,52.5
28,28,Run35,-0.2574273146261311,55.12820512820513
29,29,Run36,-0.2908700432115476,64.19753086419753
