,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0182360670905139,0.0
1,1,Run3,-0.0224549901217233,0.0
2,2,Run4,-0.0254652215102101,0.0
3,3,Run5,-0.0170623274583655,0.0
4,4,Run6,-0.0054286318088475,0.0
5,5,Run7,-0.0007162734135535,0.0
6,6,Run8,0.0110326120602957,0.0
7,7,Run9,-0.0220557375464058,0.0
8,8,Run11,-0.0256361438634531,0.0
9,9,Run12,-0.0179226802214094,0.0
10,10,Run14,0.0012722961794086,0.0
11,11,Run15,-0.0263866487206031,0.0
12,12,Run16,-0.0404686546175175,0.0
13,13,Run17,-0.028660994521142,0.0
14,14,Run18,-0.0071995657768303,0.0
15,15,Run19,-0.0407033064302948,1.9230769230769231
16,16,Run20,-0.0578741147722083,0.0
17,17,Run21,0.0305200107194357,0.0
18,18,Run23,0.0295068117476518,0.0
19,19,Run24,-0.0167733849226279,0.0
20,20,Run26,-0.0250262690287167,0.0
21,21,Run27,-0.0441817022348199,0.0
22,22,Run28,-0.0602462347272144,0.0
23,23,Run29,0.0146740745922847,0.0
24,24,Run30,-0.0223034693508612,0.0
25,25,Run31,-0.0529174101777321,0.0
26,26,Run32,-0.0293292309556152,0.0
27,27,Run33,-0.0220973467379527,0.0
28,28,Run35,-0.0547786764598914,0.0
29,29,Run36,-0.0758891411793678,0.0
