,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0712361541522196,0.0
1,1,Run3,-0.0398387313102851,0.0
2,2,Run4,-0.0455704739200467,0.0
3,3,Run5,-0.0147798703242259,0.0
4,4,Run6,0.1174124002218816,0.0
5,5,Run7,0.0124852429764592,0.0
6,6,Run8,-0.0276518342451459,0.0
7,7,Run9,-0.0396957188103867,0.0
8,8,Run11,-0.0109231463561467,0.0
9,9,Run12,-0.0085452761005233,0.0
10,10,Run14,-0.0774436040138933,0.0
11,11,Run15,-0.0012538722982962,0.0
12,12,Run16,-0.0255461715683791,0.0
13,13,Run17,-0.0085498696146882,0.0
14,14,Run18,-0.0298659602477949,0.0
15,15,Run19,0.0222354407954346,0.0
16,16,Run20,0.0197502529901953,0.0
17,17,Run21,0.0125576288833235,0.0
18,18,Run23,0.0553743577381978,0.0
19,19,Run24,-0.0317522357120652,0.0
20,20,Run26,-0.0174749731500596,0.0
21,21,Run27,-0.061967909013414,0.0
22,22,Run28,-0.0051083525009497,0.0
23,23,Run29,0.0171367216081143,0.0
24,24,Run30,0.0071233121987607,0.0
25,25,Run31,-0.0248961482350415,0.0
26,26,Run32,-0.0082009860143566,0.0
27,27,Run33,-0.0615287832409475,6.382978723404255
28,28,Run35,-0.1009737454904878,0.0
29,29,Run36,-0.1028405204838257,1.8867924528301887
