,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0241812412361056,0.0
1,1,Run3,-0.2714287347238285,54.54545454545455
2,2,Run4,-0.3639915095722228,80.3921568627451
3,3,Run5,-0.3144167359000158,69.29824561403508
4,4,Run6,-0.2146767125874727,50.505050505050505
5,5,Run7,-0.3364688032287397,68.68686868686869
6,6,Run8,-0.409950113433562,78.50467289719626
7,7,Run9,-0.3747479064563264,75.0
8,8,Run11,-0.3537059285882997,66.3265306122449
9,9,Run12,-0.3866651550247451,76.85185185185185
10,10,Run14,-0.4441663746388324,82.10526315789474
11,11,Run15,-0.4834065574448971,84.61538461538461
12,12,Run16,-0.4742974196735063,83.19327731092437
13,13,Run17,-0.4115115345131597,73.33333333333333
14,14,Run18,-0.4083072808432122,78.26086956521739
15,15,Run19,-0.4117372066191996,78.44827586206897
16,16,Run20,-0.5407008148055801,92.03539823008849
17,17,Run21,-0.4633097750539438,84.05797101449275
18,18,Run23,-0.4373902644146473,78.49462365591398
19,19,Run24,-0.5545085779780793,94.11764705882354
20,20,Run26,-0.3615114908625303,76.74418604651163
21,21,Run27,-0.4452211357193283,84.61538461538461
22,22,Run28,-0.425094593676471,83.84615384615384
23,23,Run29,-0.3672456620821431,76.06837606837607
24,24,Run30,-0.447371990589317,85.71428571428571
25,25,Run31,-0.4739940094785981,89.74358974358974
26,26,Run32,-0.4013446513952811,80.0
27,27,Run33,-0.4287525962037024,84.61538461538461
28,28,Run35,-0.3585536163790161,69.47368421052632
29,29,Run36,-0.4776701055591175,88.88888888888889
