,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.002401104120222,0.0
1,1,Run3,-0.0321551180253472,0.0
2,2,Run4,-0.036010274589933,0.0
3,3,Run5,-0.0746520400693122,0.0
4,4,Run6,-0.0483669634380676,0.0
5,5,Run7,-0.0429662480173405,0.0
6,6,Run8,-0.0340937186835455,0.0
7,7,Run9,-0.0174920816371962,0.0
8,8,Run11,-0.0345026481801714,0.0
9,9,Run12,-0.0324579264696152,0.0
10,10,Run14,-0.05050362376627,0.0
11,11,Run15,-0.0545158362477416,0.0
12,12,Run16,-0.0797326026270267,0.0
13,13,Run17,-0.0602833428582661,0.0
14,14,Run18,-0.0377058749806615,0.0
15,15,Run19,-0.0797293614488901,0.0
16,16,Run20,-0.0779521068597775,0.0
17,17,Run21,-0.0970606801117005,0.0
18,18,Run23,-0.059497223568765,0.0
19,19,Run24,-0.0603648310412453,0.0
20,20,Run26,-0.0418254797286973,0.0
21,21,Run27,-0.0610710235436036,0.0
22,22,Run28,-0.0991052820040902,0.0
23,23,Run29,-0.0640081155148231,0.0
24,24,Run30,-0.0841703522309892,0.0
25,25,Run31,-0.0866659413859333,0.0
26,26,Run32,-0.0802869922554203,0.0
27,27,Run33,-0.0805967333705861,0.0
28,28,Run35,-0.0756100012275856,0.0
29,29,Run36,-0.0445222291815506,0.0
