,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0008947315748439,0.0
1,1,Run3,-0.0352156954607368,0.0
2,2,Run4,-0.1625311507265111,22.580645161290324
3,3,Run5,-0.353415053092275,55.95238095238095
4,4,Run6,-0.3800559448596734,62.7906976744186
5,5,Run7,-0.4378919380899826,75.53191489361703
6,6,Run8,-0.3807999012414565,59.036144578313255
7,7,Run9,-0.3813337148184107,64.28571428571429
8,8,Run11,-0.3409504128613932,58.53658536585366
9,9,Run12,-0.4870360266221613,78.0
10,10,Run14,-0.044942921043691,0.0
11,11,Run15,-0.3754286793309941,49.397590361445786
12,12,Run16,-0.4400547188406329,72.72727272727273
13,13,Run17,-0.2817185011996093,43.05555555555556
14,14,Run18,-0.423612050137813,68.53932584269663
15,15,Run19,-0.4089850746755578,66.66666666666667
16,16,Run20,-0.4105324773313016,66.27906976744185
17,17,Run21,-0.3537578703479943,63.29113924050633
18,18,Run23,-0.4041287557892179,68.23529411764706
19,19,Run24,-0.4329990820110889,73.11827956989248
20,20,Run26,-0.2673507925229722,44.87179487179487
21,21,Run27,-0.4181500816293225,67.74193548387096
22,22,Run28,-0.4578097384357596,73.46938775510205
23,23,Run29,-0.4079243835828872,76.47058823529412
24,24,Run30,-0.5012761679717642,82.65306122448979
25,25,Run31,-0.4188862378944203,67.44186046511628
26,26,Run32,-0.4342342954435558,78.57142857142857
27,27,Run33,-0.4327904017107212,73.19587628865979
28,28,Run35,-0.4907049624246067,82.6923076923077
29,29,Run36,-0.3924239270301843,65.21739130434783
