,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0463896527252853,0.0
1,1,Run3,-0.0723670607482774,0.0
2,2,Run4,-0.1148502757124048,4.109589041095891
3,3,Run5,-0.2264539358173213,42.52873563218391
4,4,Run6,-0.2320159733249417,43.67816091954023
5,5,Run7,-0.2653899409072165,54.83870967741935
6,6,Run8,-0.2830781426032023,61.95652173913044
7,7,Run9,-0.2409869093264135,47.12643678160919
8,8,Run11,-0.240954946171566,48.275862068965516
9,9,Run12,-0.2878170320812336,59.57446808510638
10,10,Run14,-0.2883132053454315,56.38297872340426
11,11,Run15,-0.3258367749650523,68.68686868686869
12,12,Run16,-0.3687063312122675,84.84848484848484
13,13,Run17,-0.3775251391277177,82.85714285714286
14,14,Run18,-0.3774886440345268,79.8076923076923
15,15,Run19,-0.3677148925200542,75.92592592592592
16,16,Run20,-0.3909063304106633,92.07920792079207
17,17,Run21,-0.4124856176253889,90.26548672566372
18,18,Run23,-0.3966196074532678,88.88888888888889
19,19,Run24,-0.4424391219853772,90.17857142857143
20,20,Run26,-0.3783748744141015,83.83838383838383
21,21,Run27,-0.4073504236993015,85.96491228070175
22,22,Run28,-0.3966261536519674,81.81818181818181
23,23,Run29,-0.3942884458816468,87.82608695652173
24,24,Run30,-0.4433032378732017,94.16666666666667
25,25,Run31,-0.4061129771967058,81.6
26,26,Run32,-0.3781735934117055,82.45614035087719
27,27,Run33,-0.4203617218109046,85.18518518518519
28,28,Run35,-0.3908039104741251,77.77777777777777
29,29,Run36,-0.4708454669182053,93.91304347826087
