,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0339399019254015,0.0
1,1,Run3,0.0300150439547158,0.0
2,2,Run4,0.0166555395697275,0.0
3,3,Run5,0.0168932977508804,0.0
4,4,Run6,-0.0016645068413082,0.0
5,5,Run7,-0.0368105031746437,0.0
6,6,Run8,-0.0221738790135872,0.0
7,7,Run9,-0.0241898727841602,0.0
8,8,Run11,-0.0064693520886506,0.0
9,9,Run12,-0.0057013021603965,0.0
10,10,Run14,-0.048608448730311,0.0
11,11,Run15,-0.012709311699784,0.0
12,12,Run16,0.0024596690360224,0.0
13,13,Run17,0.0408885793171875,0.0
14,14,Run18,-0.004300591445707,0.0
15,15,Run19,-0.0083426013012277,0.0
16,16,Run20,0.0040490234015021,0.0
17,17,Run21,0.0036704247412654,0.0
18,18,Run23,-0.0091708083328331,0.0
19,19,Run24,-0.0091629897359157,0.0
20,20,Run26,-0.0908960404531997,0.0
21,21,Run27,-0.03993794529705,0.0
22,22,Run28,-0.050204671417612,0.0
23,23,Run29,0.0069760410682225,0.0
24,24,Run30,-0.1309160753764403,0.0
25,25,Run31,-0.0944641956729663,0.0
26,26,Run32,-0.0863482380705068,0.0
27,27,Run33,-0.0796831244829574,0.0
28,28,Run35,-0.0470303974855363,0.0
29,29,Run36,-0.078323302804271,0.0
