,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0822216858062655,0.0
1,1,Run3,-0.1005152784285998,0.0
2,2,Run4,-0.1108312554196514,0.0
3,3,Run5,-0.0964793968385729,1.5873015873015872
4,4,Run6,-0.1142466607606318,3.0303030303030303
5,5,Run7,-0.1316642586532961,1.4705882352941178
6,6,Run8,-0.1257986528080561,2.985074626865672
7,7,Run9,-0.1250919758486939,8.955223880597014
8,8,Run11,-0.0989740906767582,1.5625
9,9,Run12,-0.102725192104695,1.5873015873015872
10,10,Run14,-0.1474973536466896,7.246376811594203
11,11,Run15,-0.1691332348827287,12.5
12,12,Run16,-0.2005157874421902,18.42105263157895
13,13,Run17,-0.2841079421351921,55.294117647058826
14,14,Run18,-0.2138077318567791,39.726027397260275
15,15,Run19,-0.2462871087592338,53.75
16,16,Run20,-0.1641766943086993,31.818181818181817
17,17,Run21,-0.1889525691045177,33.333333333333336
18,18,Run23,-0.2392981022831016,41.25
19,19,Run24,-0.2580250478079197,45.1219512195122
20,20,Run26,-0.2133885797028441,31.25
21,21,Run27,-0.3124454670266904,75.0
22,22,Run28,-0.3576126799291579,81.25
23,23,Run29,-0.4022128805044157,92.78350515463917
24,24,Run30,-0.4133925108965239,89.52380952380952
25,25,Run31,-0.3270619801160929,61.224489795918366
26,26,Run32,-0.344863240590062,76.34408602150538
27,27,Run33,-0.4486398594466809,90.9090909090909
28,28,Run35,-0.2801565695138184,65.06024096385542
29,29,Run36,-0.239603017106509,38.75
