,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.0522653981458966,0.0
1,1,Run3,-0.0889174066885797,3.225806451612903
2,2,Run4,-0.1896322407359749,15.068493150684931
3,3,Run5,-0.1625580133504701,10.0
4,4,Run6,-0.2179439138011849,28.94736842105263
5,5,Run7,-0.2437900070761332,43.75
6,6,Run8,-0.1047241170429639,9.67741935483871
7,7,Run9,-0.1383343585911374,24.615384615384617
8,8,Run11,-0.1184286220002623,0.0
9,9,Run12,-0.1117194420265737,4.6875
10,10,Run14,-0.2534259125061953,49.382716049382715
11,11,Run15,-0.2065478869517459,31.08108108108108
12,12,Run16,-0.3307225539530422,70.78651685393258
13,13,Run17,-0.3482238442067062,71.73913043478261
14,14,Run18,-0.1748914998076221,27.536231884057973
15,15,Run19,-0.2722368164776271,56.626506024096386
16,16,Run20,-0.122612086058482,4.761904761904762
17,17,Run21,-0.3561809890741087,81.31868131868131
18,18,Run23,-0.336350355375934,67.41573033707866
19,19,Run24,-0.1308633310701856,2.985074626865672
20,20,Run26,-0.2680577732732444,58.333333333333336
21,21,Run27,-0.2222668729176947,31.70731707317073
22,22,Run28,-0.3787379178431158,79.79797979797979
23,23,Run29,-0.3162549256491066,73.62637362637362
24,24,Run30,-0.2260855916222176,33.333333333333336
25,25,Run31,-0.285815188424734,60.22727272727273
26,26,Run32,-0.2067043657894904,22.78481012658228
27,27,Run33,-0.201071986723804,27.848101265822784
28,28,Run35,-0.113614972008002,10.447761194029852
29,29,Run36,-0.2061224882891063,26.923076923076923
