,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,0.0900934121340411,0.0
1,1,Run3,-0.0747216812443448,4.651162790697675
2,2,Run4,-0.1309139085202004,0.0
3,3,Run5,-0.0424033913372301,0.0
4,4,Run6,-0.0696463930177442,4.761904761904762
5,5,Run7,-0.1683661912841406,14.814814814814815
6,6,Run8,-0.236803703988909,34.48275862068966
7,7,Run9,-0.1942636938454472,13.461538461538462
8,8,Run11,-0.0997837577073898,6.382978723404255
9,9,Run12,-0.1575622791002771,13.20754716981132
10,10,Run14,-0.1361236614849884,11.764705882352942
11,11,Run15,-0.1668708295430813,24.528301886792452
12,12,Run16,-0.2145996439747363,33.92857142857143
13,13,Run17,-0.207593357966902,30.612244897959183
14,14,Run18,-0.2522904982031628,39.285714285714285
15,15,Run19,-0.1215412537832446,13.043478260869565
16,16,Run20,-0.2377969296808875,42.3728813559322
17,17,Run21,-0.2589994707810651,41.07142857142857
18,18,Run23,-0.171940320692068,24.489795918367346
19,19,Run24,-0.2751490779349823,46.666666666666664
20,20,Run26,,
21,21,Run27,,
22,22,Run28,,
23,23,Run29,,
24,24,Run30,,
25,25,Run31,,
26,26,Run32,,
27,27,Run33,,
28,28,Run35,,
29,29,Run36,,
