,Unnamed: 0,RUN,AverageLogRT,PercentFast
0,0,Run2,-0.1230170452210093,5.084745762711864
1,1,Run3,-0.1681688117722151,3.076923076923077
2,2,Run4,-0.1535750960829867,11.475409836065573
3,3,Run5,-0.164168725222969,22.580645161290324
4,4,Run6,-0.0900255795996197,0.0
5,5,Run7,-0.074502853397912,0.0
6,6,Run8,-0.1028933602912751,0.0
7,7,Run9,-0.1000333597397191,3.508771929824561
8,8,Run11,-0.1224921549772702,3.3333333333333335
9,9,Run12,-0.0799054638115403,1.8181818181818181
10,10,Run14,-0.1417128908270357,1.639344262295082
11,11,Run15,-0.1986141353753477,15.151515151515152
12,12,Run16,-0.2200151445453431,22.388059701492537
13,13,Run17,-0.1282871819190563,3.278688524590164
14,14,Run18,-0.2120349450868752,32.35294117647059
15,15,Run19,-0.2169658120341814,29.23076923076923
16,16,Run20,-0.2149159757970567,41.791044776119406
17,17,Run21,-0.2404952397445678,45.833333333333336
18,18,Run23,-0.1825029981841771,15.151515151515152
19,19,Run24,-0.0996370189683503,1.8181818181818181
20,20,Run26,-0.126351744505094,1.6129032258064515
21,21,Run27,-0.1244746056688941,7.936507936507937
22,22,Run28,-0.167226843885318,27.419354838709676
23,23,Run29,-0.1533296588964083,7.936507936507937
24,24,Run30,-0.1425513983730582,9.523809523809524
25,25,Run31,-0.0589013326662163,0.0
26,26,Run32,-0.173247728157839,16.176470588235293
27,27,Run33,-0.1496529671022408,10.76923076923077
28,28,Run35,-0.1240512269456528,8.19672131147541
29,29,Run36,-0.1165194007354464,6.557377049180328
