,RUN,AverageLogRT
0,Run1,2.668611111111112
1,Run2,2.6719444444444442
2,Run3,2.6150338983050845
3,Run4,2.630206896551724
4,Run5,2.6418070175438593
5,Run6,2.6548727272727275
6,Run7,2.633844827586206
7,Run8,2.6531249999999997
8,Run9,2.6609259259259264
9,Run10,2.7431914893617018
10,Run11,2.7004400000000004
11,Run12,2.6454464285714296
12,Run13,2.6259655172413794
13,Run14,2.5913548387096763
14,Run15,2.571015873015874
15,Run16,2.6134745762711873
16,Run17,2.5799516129032267
17,Run18,2.599271186440679
18,Run19,2.593622950819672
19,Run20,2.5429090909090912
20,Run21,2.5373384615384618
21,Run22,2.6984117647058823
22,Run23,2.6214482758620696
23,Run24,2.6368771929824564
24,Run25,2.624534482758621
25,Run26,2.532059701492538
26,Run27,2.485208333333334
27,Run28,2.5070571428571427
28,Run29,2.577190476190477
29,Run30,2.5389701492537315
30,Run31,2.5343088235294116
31,Run32,2.565796875
32,Run33,2.57068253968254
33,Run34,2.698294117647059
34,Run35,2.6163559322033896
35,Run36,2.527985074626867
