,RUN,AverageLogRT
0,Run1,2.609864406779661
1,Run2,2.614423728813561
2,Run3,2.5107246376811596
3,Run4,2.51379104477612
4,Run5,2.5080615384615386
5,Run6,2.4500757575757586
6,Run7,2.4982258064516123
7,Run8,2.449876712328767
8,Run9,2.439857142857143
9,Run10,2.659222222222223
10,Run11,2.4682638888888886
11,Run12,2.4585205479452052
12,Run13,2.5929152542372886
13,Run14,2.4037804878048785
14,Run15,2.3328636363636375
15,Run16,2.273021052631578
16,Run17,2.2442604166666658
17,Run18,2.2773777777777777
18,Run19,2.293077777777778
19,Run20,2.3087441860465105
20,Run21,2.265052083333333
21,Run22,2.6278727272727274
22,Run23,2.321875
23,Run24,2.2937093023255803
24,Run25,2.588142857142857
25,Run26,2.3213636363636376
26,Run27,2.3702361111111108
27,Run28,2.310379310344827
28,Run29,2.3135063291139235
29,Run30,2.38593846153846
30,Run31,2.3772875
31,Run32,2.3092045454545462
32,Run33,2.330443037974683
33,Run34,2.6217678571428564
34,Run35,2.3484374999999984
35,Run36,2.314719512195121
