,RUN,AverageLogRT
0,Run1,2.7538444444444443
1,Run2,2.7626444444444447
2,Run3,2.7646818181818182
3,Run4,2.7868809523809523
4,Run5,2.7798292682926826
5,Run6,2.741847826086956
6,Run7,2.7155510204081637
7,Run8,2.78485
8,Run9,2.782727272727273
9,Run10,2.784513513513513
10,Run11,2.799055555555556
11,Run12,2.6918999999999995
12,Run13,2.7498518518518518
13,Run14,2.750848484848485
14,Run15,2.754899999999999
15,Run16,2.79171052631579
16,Run17,2.7458823529411767
17,Run18,2.708458333333333
18,Run19,2.816866666666667
19,Run20,2.6958378378378383
20,Run21,2.77921875
21,Run22,2.825178571428572
22,Run23,2.8011851851851852
23,Run24,2.7506363636363633
24,Run25,2.7429787234042555
25,Run26,2.679423076923077
26,Run27,2.62298275862069
27,Run28,2.662574074074074
28,Run29,2.6665283018867916
29,Run30,2.746782608695652
30,Run31,2.7506216216216215
31,Run32,2.804333333333333
32,Run33,2.7998571428571424
33,Run34,2.799846153846154
34,Run35,2.7223478260869567
35,Run36,2.640269230769231
