,LOW_Cath_CONTROL_AveargeRunLogRTs,JSH_Cath_CONTROL_AveargeRunLogRTs,FRF_Cath_CONTROL_AveargeRunLogRTs,VXP_Cath_CONTROL_AveargeRunLogRTs,AAF_Cath_CONTROL_AveargeRunLogRTs,DSL_Cath_CONTROL_AveargeRunLogRTs,RID_Cath_CONTROL_AveargeRunLogRTs,RJO_Cath_CONTROL_AveargeRunLogRTs,IXD_Cath_CONTROL_AveargeRunLogRTs,VXE_Cath_CONTROL_AveargeRunLogRTs,MTG_Cath_CONTROL_AveargeRunLogRTs,EGW_Cath_CONTROL_AveargeRunLogRTs,AVB_Cath_CONTROL_AveargeRunLogRTs,CRB_Cath_CONTROL_AveargeRunLogRTs,TXM_Cath_CONTROL_AveargeRunLogRTs,SRH_Cath_CONTROL_AveargeRunLogRTs,JAF_Cath_CONTROL_AveargeRunLogRTs,JEC_Cath_CONTROL_AveargeRunLogRTs,STF_Cath_CONTROL_AveargeRunLogRTs,MAM_Cath_CONTROL_AveargeRunLogRTs,DLC_Cath_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
0,2.6561481481481484,2.8183,2.7477391304347827,2.8419736842105263,2.7991463414634152,2.71330612244898,2.6409122807017544,2.6795769230769233,2.6553773584905667,2.671888888888889,2.7361914893617016,2.7112653061224496,2.766454545454545,2.818368421052632,2.7557391304347827,2.610796610169492,2.655703703703705,2.711775510204082,2.6133220338983043,2.723104166666667,2.7599777777777783,2.718431789176673
1,2.6896326530612247,2.7818636363636355,2.7404893617021284,2.77375,2.738555555555556,2.799214285714286,2.524955882352942,2.627672413793104,2.608233333333334,2.63561403508772,2.7203913043478263,2.685,2.734340425531915,2.7872093023255813,2.714591836734695,2.4818630136986317,2.58667741935484,2.7128400000000004,2.5939999999999994,2.7074200000000004,2.790857142857142,2.6873891238959313
2,2.604086206896552,2.77025,2.708478260869565,2.7377021276595745,2.746260869565218,2.7782093023255814,2.4731486486486483,2.5333731343283588,2.6138305084745768,2.613254237288135,2.729972972972973,2.6507857142857136,2.7161111111111107,2.777863636363637,2.660799999999999,2.2346262626262616,2.4890684931506852,2.69854,2.5242999999999998,2.685392156862745,2.7828604651162787,2.6442340051688387
3,2.4975285714285707,2.742608695652175,2.7600454545454545,2.7141428571428574,2.736869565217391,2.7368444444444435,2.441075949367089,2.464837837837839,2.6365964912280697,2.599183333333334,2.7548529411764697,2.5235322580645163,2.721829787234043,2.736234042553192,2.620593220338983,2.142019607843137,2.4642876712328765,2.6799807692307693,2.4953561643835624,2.599200000000001,2.759652173913043,2.6108224683889434
4,2.501797101449275,2.7848095238095243,2.6875769230769233,2.7241428571428568,2.693862745098039,2.6942000000000004,2.4578815789473687,2.4036962025316457,2.5297058823529426,2.5443181818181815,2.743111111111111,2.3325476190476198,2.7350930232558137,2.7485116279069777,2.6338947368421057,2.1916315789473675,2.411378048780488,2.6613888888888892,2.4709600000000007,2.6250535714285714,2.7562444444444436,2.587228840327626
5,2.4686527777777787,2.7180222222222232,2.661150943396226,2.716895833333333,2.730021739130435,2.7427555555555565,2.3755681818181817,2.407275,2.5421212121212107,2.5579692307692308,2.615636363636363,2.3059069767441867,2.7070851063829786,2.7661818181818183,2.6133220338983048,2.2914040404040388,2.382011627906976,2.6606363636363635,2.4445,2.570253968253969,2.762695652173913,2.5733365070163376
6,2.469694444444445,2.728020833333334,2.5853064516129045,2.7338085106382968,2.692529411764706,2.7353260869565217,2.4043373493975904,2.4164025974025978,2.5228823529411777,2.567650793650793,2.752705882352941,2.2480851063829785,2.6949387755102037,2.7438478260869554,2.6282631578947373,2.1695858585858585,2.380941860465117,2.6666981132075467,2.480575342465753,2.540323529411765,2.7633181818181822,2.567868688872591
7,2.467684931506849,2.7479130434782606,2.569476190476192,2.731617021276595,2.7614186046511633,2.621827586206897,2.3692159090909084,2.4456111111111114,2.5174202898550724,2.546828125,2.7591851851851854,2.3051927710843367,2.691956521739131,2.721,2.623315789473686,2.096065420560747,2.3737441860465114,2.7120625000000005,2.4016987951807227,2.546234375,2.7288541666666664,2.558967739218573
8,2.4338181818181805,2.7510888888888885,2.5710952380952383,2.7373404255319143,2.737953488372093,2.6621224489795923,2.306918367346938,2.3894999999999995,2.4861780821917803,2.5202089552238807,2.818090909090909,2.304642857142857,2.630036363636364,2.733239130434784,2.628714285714285,2.131291666666667,2.368705882352941,2.632087719298246,2.3730116279069766,2.545060606060608,2.7447727272727267,2.5478989453345653
9,2.67488679245283,2.846294117647058,2.751804347826087,2.807609756097561,2.739957446808511,2.71853488372093,2.658851851851852,2.703265306122449,2.6436964285714293,2.6731698113207547,2.7471000000000005,2.6890192307692318,2.79360975609756,2.777209302325581,2.737851063829788,2.506407894736842,2.6599245283018864,2.7328409090909087,2.6007833333333332,2.659129629629629,2.7754545454545454,2.7094000445708937
10,2.510014285714285,2.7983243243243243,2.6276071428571437,2.7360425531914885,2.7360444444444436,2.6416909090909093,2.4291625,2.41527027027027,2.4601842105263154,2.6122542372881368,2.715433333333334,2.3450121951219502,2.6681956521739134,2.804487804878049,2.6556481481481486,2.15238775510204,2.4202999999999992,2.649872727272727,2.437493670886076,2.574714285714286,2.7369148936170222,2.5774788259026122
11,2.423925,2.762764705882353,2.6517037037037032,2.734297872340425,2.7431304347826084,2.7178837209302333,2.371954022988505,2.4583142857142857,2.3134777777777793,2.586419354838711,2.77126923076923,2.198969999999999,2.735285714285714,2.7872380952380955,2.6223636363636373,2.1194074074074067,2.3601931818181816,2.6215517241379303,2.425392405063292,2.5042285714285715,2.7516086956521737,2.555303787672516
12,2.717125,2.8270750000000007,2.7284166666666665,2.7945952380952384,2.811925,2.7800930232558136,2.644285714285715,2.6889411764705877,2.615932203389831,2.6641111111111107,2.741733333333334,2.6746538461538454,2.756930232558139,2.8036585365853663,2.7351063829787234,2.5580153846153846,2.646964285714286,2.7322916666666672,2.582174603174605,2.652999999999999,2.776604651162791,2.711125383629434
13,2.475835616438356,2.810756097560976,2.542500000000001,2.767159090909091,2.7187916666666663,2.6435416666666662,2.3569111111111103,2.4795833333333333,2.391,2.58117741935484,2.7157500000000003,2.6411052631578955,2.665122448979592,2.7700681818181816,2.594295081967213,2.061905263157895,2.3145425531914894,2.619220338983052,2.356274725274725,2.4530897435897434,2.753760869565217,2.5577328796060024
14,2.419432432432433,2.736809523809524,2.532582089552238,2.692843137254901,2.6971800000000012,2.5966,2.34041304347826,2.2897684210526306,2.20540404040404,2.54289393939394,2.685555555555556,2.3105421686746976,2.6558235294117654,2.807175,2.496555555555556,2.0226346153846158,2.2600204081632653,2.5830476190476186,2.249989898989898,2.4680394736842106,2.7432978723404258,2.4922194440088368
15,2.4950882352941157,2.7813571428571433,2.5142608695652173,2.7009800000000013,2.7237916666666666,2.5932040816326545,2.2755858585858566,2.2400808080808083,2.1963271028037377,2.548923076923078,2.6862391304347826,2.245875,2.5957291666666658,2.720958333333334,2.5038857142857136,2.0317310924369743,2.243786407766989,2.531205882352941,2.210009803921567,2.4260886075949366,2.705285714285714,2.474780652166138
16,2.3897023809523814,2.8059210526315788,2.5288656716417908,2.668830188679245,2.729458333333333,2.570790322580645,2.324031914893617,2.30451111111111,2.422206896551723,2.5397313432835817,2.7271142857142854,2.4043472222222237,2.6895217391304347,2.7929523809523804,2.4813378378378372,2.0945166666666664,2.2663592233009697,2.5221449275362327,2.182225225225224,2.4171000000000005,2.7881219512195132,2.5071328893078464
17,2.3509213483146056,2.8176923076923077,2.505585714285715,2.698120000000001,2.7217916666666664,2.6791224489795917,2.2941515151515164,2.309290697674419,2.3734823529411764,2.5249420289855067,2.6666969696969702,2.262449438202247,2.635962264150944,2.7677000000000005,2.527848484848485,2.0977826086956526,2.2293775510204066,2.568435483870968,2.221199999999999,2.5317704918032793,2.6919807692307693,2.498871625819582
18,2.441671052631579,2.76009375,2.533164179104478,2.705820000000001,2.70278,2.668956521739131,2.2905757575757586,2.304516483516483,2.256414141414141,2.5447121212121213,2.6334285714285706,2.2770114942528723,2.6460833333333342,2.7269782608695645,2.5461562499999992,2.094293103448276,2.2797864077669905,2.4972112676056333,2.1671313131313124,2.593679245283019,2.8363421052631583,2.500324064741735
19,2.361320987654321,2.766461538461538,2.5076406250000014,2.691134615384615,2.7133750000000005,2.6213846153846156,2.3107628865979386,2.3762692307692315,2.2513861386138605,2.5490937500000004,2.5460270270270278,2.2754767441860464,2.66418,2.8119729729729737,2.4456153846153845,1.965327433628318,2.251323232323232,2.448486842105265,2.142191304347826,2.5743333333333336,2.7732926829268294,2.4784312545396365
20,2.3944878048780494,2.7239999999999998,2.6605384615384606,2.7295744680851066,2.690843137254902,2.5336271186440675,2.281646464646464,2.4150547945205485,2.2605612244897957,2.511571428571429,2.731078947368421,2.332253164556962,2.617611111111112,2.7883243243243245,2.432076923076924,2.042746376811594,2.2622475247524747,2.4150759493670884,2.1930833333333317,2.463000000000001,2.7732285714285707,2.4882205299409343
21,2.7052391304347823,2.836888888888889,2.7490652173913053,2.8088048780487798,2.7707317073170734,2.702622222222224,2.6386140350877194,2.6764528301886794,2.617368421052631,2.6466000000000007,2.6820434782608693,2.671277777777778,2.7536842105263157,2.870757575757576,2.7152040816326526,2.4020000000000006,2.6346666666666674,2.69158,2.551742857142857,2.7222391304347826,2.827285714285715,2.6988032772913
22,2.398,2.8190740740740736,2.5536406250000003,2.7534666666666663,2.7359999999999998,2.692081632653061,2.3316702127659577,2.343060975609756,2.2626161616161617,2.524647058823529,2.6385757575757576,2.2818705882352943,2.6463170731707315,2.858656250000001,2.490285714285715,2.0686666666666658,2.22271717171717,2.491128571428572,2.287453608247422,2.5112461538461543,2.75125,2.507734522018223
23,2.3520930232558133,2.79708,2.671176470588235,2.6832500000000006,2.733302325581395,2.662686274509804,2.3025102040816323,2.3018620689655167,2.1634019607843133,2.530014925373134,2.6784285714285714,2.253032258064516,2.6059999999999994,2.772648648648649,2.4290000000000003,1.9515294117647053,2.1937999999999995,2.344910112359549,2.1564242424242424,2.491926470588236,2.6754358974358965,2.4643101364692477
24,2.6683962264150947,2.8170526315789477,2.70462,2.7990952380952385,2.7429545454545456,2.6509444444444443,2.6114166666666665,2.6658518518518526,2.6316551724137933,2.6502499999999998,2.6710600000000007,2.6746415094339624,2.757688888888888,2.793095238095239,2.6986862745098046,2.554076923076923,2.6451272727272728,2.7514444444444446,2.5944098360655743,2.611474576271187,2.7475869565217392,2.6876918427121717
25,2.3160315789473693,2.70512,2.4829305555555563,2.7365744680851063,2.673020408163266,2.561781250000001,2.1998282828282805,2.2131022727272733,2.244939393939394,2.5861290322580652,2.707340425531915,2.3975128205128198,2.571683333333333,2.711920000000001,2.5175142857142863,2.060697674418605,2.1643232323232318,2.5843064516129033,2.2380404040404027,2.3973764705882346,2.7020000000000004,2.465341540027621
26,2.294561224489797,2.6158833333333344,2.460311688311688,2.6749230769230774,2.635160714285715,2.415962962962964,2.11342857142857,2.2898764044943825,2.098029999999999,2.523782608695652,2.7336595744680854,2.2467204301075263,2.505215384615384,2.679846153846153,2.367755813953488,1.976961538461537,2.1593793103448258,2.4507368421052638,2.0673500000000007,2.38343023255814,2.6670188679245292,2.398094987300481
27,2.3357173913043483,2.603368421052632,2.41866265060241,2.6805660377358485,2.6498703703703703,2.3756951219512192,2.133246031746032,2.2846666666666664,2.154991735537189,2.5026619718309857,2.6679038461538456,2.207030612244897,2.4963636363636352,2.665057692307692,2.4014374999999992,1.9970846153846151,2.1265188679245277,2.3784024390243896,2.0315234375,2.356438202247192,2.6793461538461543,2.387931114371174
28,2.276282828282828,2.636894736842106,2.437712500000001,2.6693018867924536,2.68846,2.44774647887324,2.1913305084745742,2.2403750000000007,2.145433628318584,2.4294875000000005,2.628912280701754,2.256894117647059,2.6044035087719304,2.672471698113208,2.394487804878049,2.0549145299145297,2.1185245901639345,2.3207294117647046,2.001054263565891,2.3491264367816087,2.6243965517241388,2.3899495362671708
29,2.249669999999999,2.6609814814814814,2.406511904761904,2.635875000000001,2.599650000000001,2.506304347826088,2.2279385964912275,2.2269325842696635,2.1844910714285706,2.4357692307692296,2.6904523809523813,2.1636020408163272,2.535816666666667,2.6226842105263173,2.3630930232558147,1.974809523809523,2.143524999999998,2.2903448275862077,2.1022109374999984,2.3668953488372084,2.6817826086956518,2.384254323127346
30,2.257904761904762,2.6375614035087724,2.4384871794871787,2.673846153846154,2.6439622641509435,2.432773333333333,2.226559633027522,2.172,2.1382702702702705,2.4341898734177216,2.619500000000001,2.2459767441860463,2.6207843137254905,2.629892857142857,2.363793103448276,1.9482051282051287,2.08135652173913,2.268597938144329,2.0352540983606557,2.3601860465116262,2.6850769230769234,2.3768656451184347
31,2.2821274509803913,2.6495454545454558,2.397623529411764,2.7235333333333327,2.659944444444444,2.4336315789473693,2.2363394495412843,2.27458947368421,2.174452173913043,2.427113924050633,2.6307142857142862,2.230632653061225,2.5075538461538462,2.6523888888888902,2.3908170731707314,2.02085,2.1008992248062026,2.2904946236559134,2.0023873239436614,2.299958333333333,2.7221914893617014,2.3860851692829392
32,2.292408163265306,2.6357192982456144,2.426225,2.7010000000000005,2.667408163265306,2.4609855072463773,2.2349158878504665,2.2288539325842693,2.149203539823008,2.4068658536585383,2.6564222222222225,2.2320927835051543,2.515205882352941,2.6248214285714284,2.3911111111111096,1.993461538461538,2.1551475409836054,2.1934545454545438,1.982947368421052,2.4241470588235297,2.7279772727272733,2.3857320999320613
33,2.6357192982456144,2.7318541666666682,2.6950961538461544,2.783813953488372,2.7263829787234046,2.6930799999999997,2.579343750000001,2.625578947368421,2.5182133333333327,2.631350877192983,2.7151224489795918,2.6556,2.7360444444444445,2.7571190476190486,2.69862,2.3414622641509446,2.4962467532467527,2.6576296296296302,2.374000000000001,2.671865384615385,2.8501666666666665,2.646395718962734
34,2.300578947368421,2.6874038461538463,2.7395000000000005,2.7143061224489795,2.6920000000000006,2.434266666666666,2.2630202020202006,2.2686931818181812,2.2274747474747465,2.4772027027027037,2.619137931034483,2.174173076923076,2.5476666666666667,2.6979803921568632,2.496742857142857,2.0636526315789467,2.1551818181818176,2.3395568181818187,2.08578787878788,2.5218548387096766,2.6500714285714286,2.4360120359328223
