,LOW_Cath_CONTROL_AveargeRunLogRTs,JSH_Cath_CONTROL_AveargeRunLogRTs,FRF_Cath_CONTROL_AveargeRunLogRTs,VXP_Cath_CONTROL_AveargeRunLogRTs,AAF_Cath_CONTROL_AveargeRunLogRTs,DSL_Cath_CONTROL_AveargeRunLogRTs,RID_Cath_CONTROL_AveargeRunLogRTs,RJO_Cath_CONTROL_AveargeRunLogRTs,IXD_Cath_CONTROL_AveargeRunLogRTs,VXE_Cath_CONTROL_AveargeRunLogRTs,MTG_Cath_CONTROL_AveargeRunLogRTs,EGW_Cath_CONTROL_AveargeRunLogRTs,AVB_Cath_CONTROL_AveargeRunLogRTs,CRB_Cath_CONTROL_AveargeRunLogRTs,TXM_Cath_CONTROL_AveargeRunLogRTs,SRH_Cath_CONTROL_AveargeRunLogRTs,JAF_Cath_CONTROL_AveargeRunLogRTs,JEC_Cath_CONTROL_AveargeRunLogRTs,STF_Cath_CONTROL_AveargeRunLogRTs,MAM_Cath_CONTROL_AveargeRunLogRTs,DLC_Cath_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
17,-0.2923742078767409,-0.10737772982539402,-0.0836401283720102,-0.08296068786446002,-0.08796398690845428,-0.19417785814311486,-0.3638469344564957,-0.27173249148640977,-0.3719123269141309,-0.1523103050540246,-0.0015257522347837682,-0.3537578703479942,-0.15015163950483856,-0.025943903904550158,-0.30356113375173593,-0.4633097750539439,-0.38681373545941183,-0.3013955923315105,-0.39233844971675136,-0.22386447647894306,-0.007274846614273254,-0.21991589677618914
18,-0.28883264301630834,-0.012364552762273577,-0.1903840144903097,-0.05910666929601378,-0.0428179165317095,-0.0358282934011087,-0.3137881099468615,-0.3436539416286181,-0.36986347932807895,-0.13921034750756106,-0.094072902720438,-0.4041287557892179,-0.12136463112298905,0.04443838628875707,-0.24542576990311665,-0.43739026441464746,-0.4263140120216505,-0.22538268940946102,-0.2979380945469425,-0.17561293977051495,-0.029277275606640563,-0.200396138901224
19,-0.3348236022323027,-0.03434570094696576,-0.07288303981595867,-0.12924918055876888,-0.04553194180043228,-0.06515798740210403,-0.3430244539308643,-0.38488193353239897,-0.469031292812719,-0.13386361835258115,-0.05419273521881507,-0.4329990820110887,-0.16168780972575386,-0.04153081151400171,-0.3066132054583385,-0.5545085779780796,-0.455222394502357,-0.3716000362457038,-0.428948505307842,-0.1949787049791617,-0.10501507176276792,-0.24381379457566696
20,-0.3354197676562904,-0.06442095829780484,-0.21674556610034096,-0.05485168439753586,-0.06138698383934014,-0.10941037900303004,-0.3950381288478975,-0.43204283744701466,-0.32268355807641996,-0.0546073337838088,0.014456454219731331,-0.2673507925229722,-0.17530019706387615,-0.06312834152252048,-0.18114280099435132,-0.3615114908625305,-0.3939311572872219,-0.11599444753073054,-0.2179143046569213,-0.24233795580968465,-0.08599066841624978,-0.19698823332841955
21,-0.35692171809681755,-0.1536828999728047,-0.23936899361708755,-0.11641245202101935,-0.09925719921369636,-0.2551782726692903,-0.4814261302138955,-0.3552440683891472,-0.4695599079550733,-0.11691631544382962,0.04076698863310856,-0.4181500816293224,-0.2416529918805679,-0.09520662148320637,-0.33093217377552364,-0.4452211357193282,-0.3988874253957685,-0.24948101877950146,-0.3885998217632059,-0.256346888165676,-0.12102398158712405,-0.264223957578037
22,-0.3157364798160414,-0.1661805872188225,-0.28102379273520506,-0.1108433876805726,-0.08455156722140307,-0.2955252010036604,-0.4616057497309899,-0.36045189944398015,-0.41264103147502,-0.13806366826374028,-0.0249779306088878,-0.4578097384357596,-0.25051279384352954,-0.11005408420871024,-0.2971771948217824,-0.42509459367647096,-0.4316953688670421,-0.3218045290364964,-0.4243816732290148,-0.28331174195482306,-0.10865799672094748,-0.27438576238061435
23,-0.3751644990060944,-0.13267428646293447,-0.2619569625949584,-0.12210659316335065,-0.045940293105282234,-0.22343042606679775,-0.4034661867718014,-0.404751316718448,-0.4221741545493349,-0.2112771073212593,-0.06400451364176099,-0.4079243835828873,-0.1424360242569109,-0.10264346410423104,-0.30411618517121586,-0.3672456620821432,-0.4396765241145808,-0.3794605985052211,-0.4548929852134146,-0.29068913701611643,-0.16359291765292225,-0.27236305814769834
24,-0.40182902467356063,-0.1085921909856412,-0.2931295197457765,-0.15553587638696606,-0.13464732231316626,-0.1648671749670262,-0.3669598772043994,-0.4182410521619018,-0.38315747084312907,-0.2049195713569562,-0.002388836492717491,-0.5012761679717643,-0.21106944316415568,-0.15230502606668805,-0.3355410777499112,-0.4473719905893169,-0.4147354460072952,-0.4098976004849866,-0.3537584597672592,-0.27288330066518546,-0.10624622051783224,-0.2780644119102683
25,-0.3935873187990808,-0.13200293297806573,-0.2611367384443992,-0.11753465800866983,-0.09044443997472056,-0.2383901100883405,-0.3683031940667241,-0.4731070442801126,-0.4293916278495918,-0.2065068681447436,-0.07340854259364334,-0.4188862378944204,-0.1261018757075945,-0.1451480054450794,-0.3347893818790386,-0.4739940094785982,-0.4768201535475254,-0.43162010381142096,-0.4207002118916713,-0.2796374187626952,-0.10290877293047253,-0.2854485545988862
26,-0.3693475702718821,-0.1199939274009506,-0.30208412449830874,-0.06792269124733391,-0.07447695972009473,-0.2375210335973013,-0.3585446697532007,-0.370567848595945,-0.3931903715992735,-0.2136285770012933,-0.062131642649510925,-0.43423429544355546,-0.23930484184568834,-0.12258774900310525,-0.3077330301077497,-0.40134465139528097,-0.4573565930133325,-0.4096980433432719,-0.4536097281368706,-0.33980063246128994,-0.06578430976033267,-0.27623158527836056
27,-0.35908115561711085,-0.13377336353980304,-0.2734866739438529,-0.09032337317580334,-0.06707462199364363,-0.2102140457842224,-0.359962729657844,-0.4163141868162403,-0.4184395047033808,-0.2338324582719481,-0.03645319862236157,-0.4327904017107213,-0.2315839292345714,-0.15024156797097918,-0.3074734400065613,-0.42875259620370254,-0.4030357088015939,-0.5067290199025841,-0.4729792208306324,-0.2157113683912806,-0.06006726149910217,-0.27658665841323526
28,-0.3509427804427387,-0.08214575026420691,0.039796186209799585,-0.0770663220766152,-0.042461321020301236,-0.2369397454395952,-0.331847778670136,-0.3764488486320868,-0.34020170862001314,-0.16358418754252285,-0.07379175282574316,-0.4907049624246064,-0.19919750141041986,-0.0770480226167335,-0.20189171784756868,-0.3585536163790161,-0.4030522495557359,-0.3606693651998948,-0.3702045134043562,-0.11796569311037505,-0.13789586650095167,-0.2263246437035151
29,-0.378539631671356,-0.12049559294777702,-0.2841795011778558,-0.13664038779948956,-0.12034992998102699,-0.1910920472162422,-0.3615899291470349,-0.3454597504736491,-0.4848558012234958,-0.2384908821433486,-0.036281226076250166,-0.3924239270301842,-0.2501221108273293,-0.049469766761182886,-0.3117795234657137,-0.4776701055591176,-0.3899448784835625,-0.4224238107718975,-0.4187896732908578,-0.13819891659483294,-0.04376761179624843,-0.2663126192589739
