,MAM_Vertex_CONTROL_AveargeRunLogRTs,STF_Vertex_CONTROL_AveargeRunLogRTs,JEC_Vertex_CONTROL_AveargeRunLogRTs,VXE_Vertex_CONTROL_AveargeRunLogRTs,LOW_Vertex_CONTROL_AveargeRunLogRTs,DLC_Vertex_CONTROL_AveargeRunLogRTs,AAF_Vertex_CONTROL_AveargeRunLogRTs,CRB_Vertex_CONTROL_AveargeRunLogRTs,FRF_Vertex_CONTROL_AveargeRunLogRTs,TXM_Vertex_CONTROL_AveargeRunLogRTs,SRH_Vertex_CONTROL_AveargeRunLogRTs,VXP_Vertex_CONTROL_AveargeRunLogRTs,JSH_Vertex_CONTROL_AveargeRunLogRTs,MTG_Vertex_CONTROL_AveargeRunLogRTs,AVB_Vertex_CONTROL_AveargeRunLogRTs,RID_Vertex_CONTROL_AveargeRunLogRTs,DSL_Vertex_CONTROL_AveargeRunLogRTs,JAF_Vertex_CONTROL_AveargeRunLogRTs,RJO_Vertex_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
0,-0.007091723937511841,-0.012570527359620292,-0.035040435769566385,-0.008828968606161898,-0.029246158777237286,-0.05787175017352088,0.062160135223322324,-0.029257735922411387,-0.04113041806551543,-0.05867727474275181,-0.017443643367375833,-0.029043249597548962,-0.05867755867762237,-0.013348386777194252,-0.02017377745537,-0.1887186425442315,-0.07660956653473723,-0.18234606644728624,-0.0961060929343428,-0.04736957065614127
1,-0.11082648677465247,-0.030040374323111775,-0.07172369846694764,-0.0657570889272401,-0.04747413796724693,0.0038077939611847428,0.04389001292756318,-0.035649275139068334,-0.07410658573138337,-0.08336423067043731,-0.04158192922023205,0.010330931936091236,-0.09067953809715776,-0.011255775625376042,-0.034091084675387316,-0.1914852283310758,-0.1339916895069283,-0.3157852159440173,-0.19392655158606306,-0.0775636922190256
2,-0.1077984902517189,-0.05270786364143682,-0.031931589345122566,-0.050497820877568864,-0.051126491590603125,-0.00948966188717855,0.06636549122651879,-0.05667655218986526,0.021898608743749104,-0.0755525860923167,-0.06615305978139106,-0.0421029856188044,-0.0669063910043483,0.010912963161192451,-0.16148546916251152,-0.19240889011035525,-0.1683006990881927,-0.3130282590681586,-0.2100413819837133,-0.08194900676641187
3,-0.113416258985226,-0.09582849497085384,-0.055697645575390316,-0.038893397337415564,-0.10180473470192453,-0.030638821914187944,0.05064884269607962,-0.06197482539179741,-0.08131767865518863,-0.10875396881095344,-0.12058835129349245,-0.07442577334241147,-0.062170279190996276,0.003835463073021869,-0.2368412640524733,-0.2268424398177229,-0.19708376031692248,-0.33774388373493464,-0.2650335211941309,-0.11339846281668003
4,-0.17146502127057486,-0.06238008088722724,-0.03993932790907757,-0.02584252757349684,-0.1214261710264387,-0.03183587936364407,0.03416997417380796,-0.0760478213072951,-0.07008786279754686,-0.11351410519611507,-0.13356214966632451,-0.0968587214421706,-0.06431652438453123,-0.033973244300648686,-0.2272224427971692,-0.20210992572522615,-0.2042345081467588,-0.38074384927424304,-0.2765121345475901,-0.1209422275495932
5,-0.12330141631093598,-0.10419014035701596,-0.028232133621186394,-0.046935180633756624,-0.1917268426196667,-0.026275040712986947,0.029458504246026,-0.06026020375298467,-0.07154059294163366,-0.13701182447677676,-0.1452797624409868,-0.08503091019429904,-0.11034168675542932,-0.06031982131511302,-0.12118857805026564,-0.3010461644492517,-0.2160984162941984,-0.3720736480556407,-0.2820103058263435,-0.12912653497697082
6,-0.1716751768891906,-0.11253460788938592,-0.09657520948814066,-0.02759072188373249,-0.21365524542213046,0.027368012678836498,0.05724299213122129,-0.04864297755959016,-0.020792832026233467,-0.1874554915113775,-0.15772087276061691,-0.1085538543622192,-0.08520561765049546,0.008944981361815596,-0.23215767268460455,-0.30322405237447475,-0.24134183854851896,-0.3741037636491761,-0.3602095711214135,-0.13936229050786458
7,-0.18168425494442356,-0.12852336719447124,-0.12198540095566615,-0.019831975680754885,-0.2031976835788465,0.023476775674580033,0.056947997210738864,-0.06788298216899027,0.07555081679331685,-0.19667201267916046,-0.2254706034851257,-0.07674042869361035,-0.07965246679136928,0.0067611073555560244,-0.1288594261769403,-0.25860480405582736,-0.2590188360322195,-0.3296026893861082,-0.2532515195673193,-0.12464430286087587
8,-0.15330210623376445,-0.1513755782057158,-0.12180850431255423,0.019768938465853942,-0.18067799656531505,-0.0011843918060860956,0.010893210135964705,-0.004289257582652195,0.020219311970624824,-0.12402950926455095,-0.1825294892666876,-0.035486987211298386,-0.056323547855916575,0.023199727289080832,-0.08568371425012336,-0.3201982200424015,-0.2461383926627836,-0.3678468039984507,-0.24398000854614416,-0.11583017473383792
9,-0.16294381996606638,-0.12342426004863508,-0.10945020065814294,-0.035282276564338085,-0.13571611612336426,-0.013288133428525846,0.03897852561930785,-0.05063895931872809,-0.10316286744306337,-0.1756793419359902,-0.2912049193572296,-0.042152042137880014,-0.08244973303539449,-0.0840602566469047,-0.11797541853809546,-0.3264384385238231,-0.26011669165912393,-0.3768577248638815,-0.3319848429225092,-0.14651829039749412
10,-0.2177303698224329,-0.16254694897278155,-0.10689468067101447,-0.08943063547841368,-0.10964687671563103,-0.048340866206661934,0.019873902684146245,-0.05298572304785537,-0.045298813924902884,-0.1117071637618402,-0.27312202849766315,-0.023064778975978528,-0.08796117208498068,-0.02502413079852837,-0.109185379927181,-0.4147214533922057,-0.2605395768996805,-0.4255014432613472,-0.2506293472534061,-0.1470767098425452
11,-0.2886222754207297,-0.1903039943907928,-0.06654308611651899,-0.10980834883585054,-0.17178572141982631,-0.03601071690144631,-0.02797258164112312,-0.08721426713134957,-0.06401310837047944,-0.1909327285679364,-0.3810486954898155,0.00017601310954415634,-0.11735877192937882,-0.02094460708349995,-0.1983912117563545,-0.5011228127045975,-0.2816864361839545,-0.4070021537488597,-0.2843160909413069,-0.18025797871180402
12,-0.3484905733544206,-0.14284104900131067,-0.07883731073315316,-0.06725764715595216,-0.09314527340306268,-0.019665046413178663,-0.03724479222909256,-0.07769954133858968,-0.005867560619278275,-0.2257954120832044,-0.38145223609370416,-0.07273209965497182,-0.09030945868208873,0.015693500634662006,-0.13762319813130625,-0.4106927726822829,-0.34694879829529857,-0.4544492291936684,-0.2524608297533471,-0.16988522779911838
