,EGW_Sham_CONTROL_AveargeRunLogRTs,MTG_Sham_CONTROL_AveargeRunLogRTs,VXE_Sham_CONTROL_AveargeRunLogRTs,SRH_Sham_CONTROL_AveargeRunLogRTs,TXM_Sham_CONTROL_AveargeRunLogRTs,CRB_Sham_CONTROL_AveargeRunLogRTs,AVB_Sham_CONTROL_AveargeRunLogRTs,JAF_Sham_CONTROL_AveargeRunLogRTs,DLC_Sham_CONTROL_AveargeRunLogRTs,MAM_Sham_CONTROL_AveargeRunLogRTs,STF_Sham_CONTROL_AveargeRunLogRTs,JEC_Sham_CONTROL_AveargeRunLogRTs,FRF_Sham_CONTROL_AveargeRunLogRTs,JSH_Sham_CONTROL_AveargeRunLogRTs,LOW_Sham_CONTROL_AveargeRunLogRTs,AAF_Sham_CONTROL_AveargeRunLogRTs,VXP_Sham_CONTROL_AveargeRunLogRTs,RID_Sham_CONTROL_AveargeRunLogRTs,DSL_Sham_CONTROL_AveargeRunLogRTs,IXD_Sham_CONTROL_AveargeRunLogRTs,RJO_Sham_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
0,-0.0195861491185346,-0.0493265532096695,-0.0097493301049955,-0.0040730100294487,-0.0037801882399521,-0.0406595956933503,0.0125951119820276,0.0316435449246045,0.0601994709467962,-0.0380084318668492,0.0109823732978207,-0.002401104120222,-0.0335703251683014,-0.0207816596575352,-0.0833104153806169,0.0857358392067822,0.072651891075346,-0.004059922899027,0.0366587514561783,-0.014331652244494,-0.101101719769124,-0.005441574981550708
1,-0.0222122348679438,-0.0365086601736753,-0.0319874099202778,-0.2157715099248072,-0.0431710718455153,-0.0817995883978293,0.0271639988499953,-0.0479063438996011,0.0438565956333908,-0.0835499168867433,-0.0513867415866332,-0.0321551180253472,-0.0720176185067383,-0.0589577084272162,-0.0091091806888065,0.0484650227859645,-0.0135547009701665,-0.0129934660119101,-0.026935069127575,-0.0859531715312705,-0.2298342995529706,-0.04934848538455603
2,-0.0279992517549301,0.0048845112362117,-0.0194474244196926,-0.3393621899657568,-0.0610000608978446,-0.0202434830411046,-0.0321000230959986,-0.0920151566112555,-0.0159958196966589,-0.1040853019300263,-0.0541762070799362,-0.036010274589933,-0.2405821045963969,-0.0652750293994819,0.0371086688376672,0.0497291258854896,-0.0437643521181212,0.0053481496901409,-0.0342598353364793,-0.1251178552092787,-0.2592767781253428,-0.07017336629612994
3,0.0064060202838104,0.0275798159173578,-0.007119588637164,-0.4112840670299489,-0.0600692949724178,-0.0673383848889595,-0.0714845369274125,-0.1689330000407559,-0.0344831336004935,-0.1060884538276801,-0.0763762653805516,-0.0746520400693122,-0.268300551853475,-0.0627872922564801,0.0197096669844585,0.0373443439878577,-0.0868712545932259,-0.0401589208130315,-0.0824198050089425,-0.1297570984331976,-0.2978105057760441,-0.09309020699693374
4,-0.0440183770312858,-0.0158708543959768,-0.0486676512460084,-0.3622126231346802,-0.0756486318117311,-0.0360332950547635,-0.0161726871688406,-0.2792575179361113,-0.0441091031310343,-0.0951310615045225,-0.1134969314290254,-0.0483669634380676,-0.3082601099247097,-0.0768162344372998,0.0479587574614591,0.0253802268102208,-0.068271137022097,-0.1505818312875887,-0.0691032397098856,-0.1205417077100274,-0.3567286816428928,-0.10742617403546995
5,-0.0252621570593571,0.0421386734996002,-0.0519492177622984,-0.3828009793515051,-0.1051050342519773,-0.0628152241410587,-0.0025510384367724,-0.3203295243574637,-0.1083896570722094,-0.1029428875802756,-0.1016028897886215,-0.0429662480173405,-0.123474474046455,-0.0673384442961593,0.0252819413401505,0.0400764384087726,-0.047212183254386,-0.2128880919200345,-0.0658122261955437,-0.1392301220687737,-0.3238063413805421,-0.10376093751105955
6,-0.03276466777685,-0.0100784960170987,-0.0984483292521542,-0.3973339516267034,-0.0691031293495042,-0.0670489848910843,-0.0347684442293884,-0.2770535813126599,-0.1038866316158511,-0.1205413418774634,-0.1262189090405449,-0.0340937186835455,-0.1006011518427636,-0.0558152438577491,0.0026017220546339,0.0549794893619544,-0.07805623360597,-0.2073314595486532,-0.0463918204628342,-0.2391442002301206,-0.3384573406203292,-0.1133122106868895
7,-0.0331503635259288,0.0215378736134398,-0.1393387226244101,-0.3566576115507758,-0.1104830147867315,-0.0674560852973659,-0.0219593553015455,-0.2961436458913679,-0.060827040486617,-0.1375621548906384,-0.1709863366514275,-0.0174920816371962,-0.3029458440155725,-0.0813659486613795,-0.0107565340398512,0.0177666539078075,-0.0671643974272662,-0.2047879213002119,-0.0759879979968801,-0.2621032790412108,-0.3343711077665987,-0.1291540435891299
8,-0.0568456193908928,0.0434941511436908,-0.1822739152436505,-0.3919722854661806,0.0191115426962602,-0.0573165869263912,0.0297022070747457,-0.1514595823228308,-0.0359825483627309,-0.0536223016265994,-0.1497281491426836,-0.0345026481801714,-0.0679674872159051,-0.0420286358749919,-0.0276812823178968,0.0392049503054013,-0.0436157941531397,0.0142567213225634,-0.0497276634979882,-0.0631993360580979,-0.3081785901464023,-0.07477775492304245
9,-0.0208097966645766,0.0444654412263924,-0.2690780394874413,-0.4005492980332189,-0.0503294889449459,-0.0272753189011155,0.007496034137511,-0.2686216657367347,-0.043527179885283,-0.1282434712117269,-0.2005406712121214,-0.0324579264696152,-0.1686056772363243,-0.0291805893486001,-0.0017850649299353,0.0600643360039766,-0.0457870583591221,-0.0157455244240785,-0.0716673905096567,-0.1094121188209263,-0.272175442530812,-0.09732218625420737
