,AVB_Anod_CONTROL_AveargeRunLogRTs,TXM_Anod_CONTROL_AveargeRunLogRTs,SRH_Anod_CONTROL_AveargeRunLogRTs,CRB_Anod_CONTROL_AveargeRunLogRTs,VXE_Anod_CONTROL_AveargeRunLogRTs,EGW_Anod_CONTROL_AveargeRunLogRTs,MTG_Anod_CONTROL_AveargeRunLogRTs,JEC_Anod_CONTROL_AveargeRunLogRTs,STF_Anod_CONTROL_AveargeRunLogRTs,MAM_Anod_CONTROL_AveargeRunLogRTs,DLC_Anod_CONTROL_AveargeRunLogRTs,JAF_Anod_CONTROL_AveargeRunLogRTs,VXP_Anod_CONTROL_AveargeRunLogRTs,AAF_Anod_CONTROL_AveargeRunLogRTs,LOW_Anod_CONTROL_AveargeRunLogRTs,JSH_Anod_CONTROL_AveargeRunLogRTs,FRF_Anod_CONTROL_AveargeRunLogRTs,IXD_Anod_CONTROL_AveargeRunLogRTs,RJO_Anod_CONTROL_AveargeRunLogRTs,DSL_Anod_CONTROL_AveargeRunLogRTs,RID_Anod_CONTROL_AveargeRunLogRTs,GroupAvgLogRT,GroupSEMLogRT
10,-0.1206819780895921,-0.1570196522476651,-0.3517026636728236,-0.026239523892447,-0.0735536751330132,-0.2774839494395368,-0.0784799770349016,-0.0770981424462385,-0.1952706627275969,-0.1477005112664452,-0.0061804970800608,-0.2883132053454315,-0.0738665373266055,0.0752734692255645,0.0178677246859373,-0.0102866510446264,-0.0330155451771595,-0.2700472108822112,-0.0205700489773025,-0.3761096639908545,-0.0702606897861371,-0.1219399805547213,0.026373387274438873
11,-0.1694579370630636,-0.1889136201131619,-0.386016593446152,-0.053886939755932,-0.054943028782096,-0.4777065113676993,-0.0445083975304634,-0.0875024122301904,-0.3537041030326609,-0.1961992013682777,0.0567297937283661,-0.3258367749650523,-0.0020911867492287,-0.0779666987441225,-0.0157556106873648,-0.0522786282033368,-0.2070532982263369,-0.3849436116691635,-0.034512251653047,-0.3018268687888595,-0.1647323793218237,-0.16776696476046032,0.031507886173179685
12,-0.223017874845346,-0.1740955313959646,-0.2619514441622631,-0.0626929549219639,-0.0735483161238994,-0.4930882806229488,-0.0165945071157625,-0.083278020652457,-0.352897109159149,-0.2564602356440953,-0.0676909436096094,-0.3687063312122676,-0.0506217013754368,-0.0358841466865392,-0.0488313197303705,-0.1068380609671288,-0.2676498460087523,-0.3989459852309949,-0.1283271706615363,-0.3378368967187047,-0.2557561078048752,-0.19355775165000313,0.029309714934155726
13,-0.1831865748303296,-0.2423714433744238,-0.3572763076336216,-0.0984290080753157,-0.0733570496886556,-0.5239730058484853,0.1314699646217154,-0.0866916539499508,-0.3818219923653616,-0.2802304137239191,-0.0884487243328708,-0.3775251391277177,-0.0601421755261284,0.1063381923087079,0.0002257081875146,-0.1259410289483519,-0.2238703936620101,-0.32955451642749,-0.0932663595365335,-0.2500529836325597,-0.2869991484282646,-0.18214781209495481,0.034672233340719484
14,-0.1666964390495334,-0.2484834317345194,-0.356824921516328,-0.0628873318570219,-0.0752616280016322,-0.5742063968620064,0.0140163838012781,-0.0990474818146739,-0.3356412643359744,-0.2387072062432265,-0.0535364097324445,-0.3774886440345269,-0.015830587389196,0.0664711266771807,-0.1089740536913925,-0.0358247444292915,-0.1799890422395994,-0.2934984209442662,-0.0913959840109151,-0.3655965044695811,-0.3508102302768691,-0.1881053910549781,0.03417504384792698
15,-0.1168600766849853,-0.2249386100778885,-0.36259119298754,-0.0294996187206437,-0.1358221339679815,-0.5323692109263606,0.0491697925176875,-0.1202812088036028,-0.3397721546452406,-0.2158064098402886,-0.0761355899076447,-0.3677148925200542,-0.0670172083990197,0.0087730147020254,4.739327988289977e-05,-0.0124891331552856,-0.2827637496372103,-0.2598880476491643,-0.13802151883543,-0.3313257761306336,-0.3478086564662898,-0.18586261851693658,0.03273104037705661
16,,-0.2245185866904021,-0.3893737943844825,-0.0248947155559267,-0.1522827502284351,-0.5688490917173196,-0.0054284107376582,-0.1355646846712327,-0.259591764707396,-0.1979552929739372,-0.1124987584471059,-0.3909063304106634,-0.0482930260652585,0.1230948796859612,-0.0494840302623992,-0.0168863579362633,-0.1833544508509179,-0.3232275295483457,-0.1835812052549976,-0.3650640803206977,-0.327656116542786,-0.1918158048810132,0.03574527507872738
17,-0.1268657765065958,-0.2425890584685927,-0.4454082271915812,-0.0023201440898678,-0.214359200313456,-0.5263434464986061,0.0239164076463581,-0.1685666014703424,-0.3200936663471724,-0.2149908691736184,-0.0837371878275223,-0.4124856176253889,-0.0882565548109478,0.0282367562391577,-0.0239158274105401,-0.0844775743311013,-0.2813948562857554,-0.3114046667813662,-0.1448943131385854,-0.3108368103006449,-0.3024586580265532,-0.20253551870060582,0.03260886585925572
18,-0.1465101027574496,-0.1869152405697944,-0.3833035995864091,-0.0079631883941155,-0.0669523491351258,-0.4282984617495475,-0.0247145774073606,-0.1338317341305093,-0.2894340573702998,-0.1663543865333265,-0.009738364832939,-0.3966196074532678,-0.1089397738294404,-0.0236478193154951,-0.0291229028065967,0.0518018280179415,-0.3572014526862535,-0.2798239038605704,-0.0749046508398417,-0.3745936192637183,-0.2433793913312932,-0.1752593978969244,0.03157701725326868
19,-0.1386089979792553,-0.2096724672502394,-0.4505083238536452,-0.0048823607142702,-0.0932351731148185,-0.2599722670819332,0.0297323439729021,-0.141796361513665,-0.3995137905878898,-0.2292010576269221,0.0459463121154449,-0.4424391219853773,-0.1627626889673895,-0.0150324140101435,-0.0347302516162573,-0.0103472026999863,-0.1649319656216026,-0.3253050918758647,-0.1064779498041715,-0.305822149531047,-0.25775377586722,-0.17511022645777866,0.03161785567468367
20,-0.0827105348337408,-0.0852626171221557,-0.4133077427431739,-0.0737305320416388,-0.0212139773239465,-0.5493787391402785,0.0067791351190994,-0.1328242121297617,-0.2554488139608756,-0.2078887519712025,-0.0748200253854307,-0.3783748744141015,-0.056876194660386,-0.0354566506120533,-0.0973401420945847,-0.09304577435508,-0.3115996231204074,-0.3326958712476621,-0.1510284139077177,-0.3922067907817153,-0.369117628768045,-0.1955975607378504,0.033140965925190696
21,-0.1184222674578545,-0.1707203540839019,-0.5118676584520625,-0.1154893440938007,-0.0439349861821844,-0.6195996581118695,-0.0585692447963236,-0.1591880421326471,-0.3615140166264652,-0.2282984499837562,-0.1028693018480473,-0.4073504236993015,-0.0623588343057915,-0.0473886994890687,-0.1457042523808111,-0.1076705398147021,-0.3604767647851758,-0.3493569298742711,-0.2249670903081198,-0.3718310987395035,-0.2530204499821739,-0.22955230510227773,0.033860836165017845
22,-0.1685848144018792,-0.3378124339456091,-0.5036723097154693,-0.1146047968865592,-0.0827307377067538,-0.5932441335001346,0.0054073871864817,-0.1190374370052049,-0.4216510648460249,-0.2867353584932377,-0.0903366211200648,-0.3966261536519674,-0.0902227236612676,-0.071454269226277,-0.1563974793060189,-0.1015519957315077,-0.3754900933064066,-0.4448870024591881,-0.2618217045952019,-0.3680043967328371,-0.2499510823087268,-0.24901948673399307,0.034783956961716836
23,-0.1807834123293266,-0.2958754492660546,-0.496948956037134,-0.1389898509467227,-0.19437150111853,-0.5979604193351051,-0.0954102661293862,-0.1786675478671188,-0.3580529660361567,-0.2049454008313842,-0.1176962259828218,-0.3942884458816468,-0.0778043051321602,-0.0599721267569455,-0.1423512928856961,-0.1357126365806941,-0.1261672667351078,-0.4552828793247495,-0.2378133598912736,-0.4078796232733219,-0.3588195454370486,-0.25027587989420885,0.0319018588427398
24,-0.1855253207649523,-0.3347300254890184,-0.4576600604738206,-0.1356861509703887,-0.3525159761921546,-0.5944774671880633,-0.0117253922297481,-0.1990546791227617,-0.3209219012908142,-0.3126057536310387,-0.0945996055039411,-0.4433032378732017,-0.0879162993266468,-0.0586756601164984,-0.1348510953903888,-0.1091044166323161,-0.2974292222476667,-0.3518870187475098,-0.2237503965801644,-0.3519961245278721,-0.3937765770882597,-0.259628208637487,0.031724274423982644
25,-0.1441667789581279,-0.3558959233993601,-0.4186803864881605,-0.1567803020337837,-0.3295781345771821,-0.5767766282405076,-0.0705858109895536,-0.1902916991021651,-0.396632593413404,-0.29625946554985,-0.1044665236341124,-0.4061129771967058,-0.0661008402421823,-0.059185367824655,-0.1023310678319944,-0.1401154027210494,-0.2248705319716177,-0.3581262233715406,-0.1898828546940498,-0.245702313669871,-0.4616312175998331,-0.25210347826236695,0.03094402566726798
26,-0.2254394711419482,-0.3249135198254328,-0.4251201766535349,-0.141297364933776,-0.3287156995305258,-0.5672873635439218,-0.0744161106744153,-0.20309481293392,-0.3704668204356222,-0.2858227727869605,-0.1498386455862082,-0.3781735934117055,-0.0751464484784674,-0.0236527242330761,-0.0705179842433504,-0.1597199049424642,-0.2908990453079494,-0.3163959813012436,-0.1280693945412675,-0.3757524606004768,-0.4173084800913516,-0.25390708453322,0.0300597071647147
27,-0.1518254069039416,-0.318668222182188,-0.4409472649891976,-0.1396189357161979,-0.3412054915806524,-0.5621463350478086,-0.0831649913045358,-0.1821063007470544,-0.4082020284428813,-0.2962841467153596,-0.1257913570567438,-0.4203617218109046,-0.0661646180440682,-0.0283858749273089,-0.0899145083394454,-0.0713844382607308,-0.3536748032738004,-0.3880939311961485,-0.1439536843705282,-0.3154623865159651,-0.3683388621893437,-0.2521759671245145,0.03198044657683649
28,-0.1537670737685794,-0.266954005632818,-0.4936591412641349,-0.0816324635919918,-0.215128771550708,-0.5144507231816373,-0.0610777646253851,-0.1598376019929521,-0.2854822738436834,-0.2769864758095995,-0.0336396925382622,-0.3908039104741251,-0.0682861772943805,-0.0308530027059534,-0.1449090750816629,0.0072005859482668,-0.2916071108660064,-0.208640552028721,-0.2137401827547772,-0.3176164570550476,-0.3814041853881677,-0.2182512407381108,0.031019158364512023
29,-0.1590009412714771,-0.3011800151249569,-0.4438521834563555,-0.0550083542991366,-0.3690991454897359,-0.4459775179309737,-0.0241234437212764,-0.0941844079420669,-0.4237722665566035,-0.3047418151986183,-0.1418223552349263,-0.4708454669182054,-0.0548591888363954,-0.011468184928141,0.0012638756870152,-0.0732636795943194,-0.3426570031057635,-0.3359094313510491,-0.2434241659306741,-0.34124407408873,-0.3325953567891574,-0.2365602439086451,0.03370259725336725
